mr,ref,score
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Burger King]","As a coffee shop also offering up Chinese Food, The Eagle is a wonderful play to visit. Priced in the higher range, customers have given this restaurant a 1 out of 5 rating.  Located near the  center. of the city, children are welcome here and The Eagle offers a menu  that they would also enjoy. Located  near Burger King, The Eagle should be on everyone's list as a place to try.",2
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Burger King]",The Eagle is a coffee shop that offers Chinese food. It is not kid friendly and has a 1 out of 5 customer rating. It is located by Burger King in the riverside area.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Burger King]",The Eagle is a non- child friendly coffee shop near Burger King in the riverside area that serves Chinese food. It has a high price range and a customer rating of 1 out of 5.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Burger King]",The Eagle is a highly priced adult only coffee shop that offers Chinese food. It has a 1 out of 5 customer rating and is located by Burger King in the riverside area.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Burger King]",The Eagle is a 1 out of 5 coffee shop that serves Chinese food in the high price range. The Eagle is situated at the riverside near Burger King. The Eagle is child friendly.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Burger King]",The Eagle is a high priced coffee shop that is located in Riverside near the Burger King. It is child friendly and has Chinese food.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Burger King]","If you like Chinese food, there is a coffee shop called The Eagle that has it.  They charge higher prices and have a rating of 1 out of 5.  They are family friendly and are located on the riverside near Burger King.",3
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Burger King]","The Eagle is a coffee shop which serves Chinese food at a high price. The Eagle has a 1 out of 5 rating but it is by Burger King at the riverside. The coffee shop is child friendly,.",1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Burger King]",The Eagle is a coffee shop that serves Chinese. It has an average customer rating and a high price range. It is not child friendly and you can find it in the city centre near Burger King.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Burger King]",There's a children friendly coffee shop serving Chinese food called The Eagle which is in the high price range with an average customer rating.  It's in the city centre near Burger King.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Burger King]",The Eagle is a Chinese coffee shop  located riverside near Burger King.  It is a child friendly restaurant that has a high price range and an average customer rating.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Burger King]",There is a coffee shop named The Eagle that serves Chinese food. It is expensive with average customer ratings and is child friendly. It is located near Burger King in riverside.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Burger King]",The Eagle is a low customer rated coffee shop that serves Chinese food. You'll spend less than twenty dollars. It is family friendly and located in the city centre near Burger King.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Burger King]",The Eagle is a family friendly coffee shop that serves Chinese food with a price range of less than £20 and has a low customer rating. It is located near Burger King in the center. of the city.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Burger King]","If you're looking for a family friendly coffee shop, The Eagle just may be your spot. For less than twenty dollars, you get Chinese food. The customer rating is low, but it is family friendly. The Eagle is located in the city centre near Burger King.",2
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Burger King]","The Eagle is in the center. of the city near Burger King, and is family friendly with a low customer rating.  It is a coffee shop which serves Chinese food with a price range of less than £20.",1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Burger King]","If you're in the riverside area and want to spend less than £20 at a poorly-reviewed coffee shop that serves Chinese food, try The Eagle. Its near Burger King and is not family friendly.",3
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Burger King]","The Eagle is a coffee shop in located near Burger King in the riverside area which also serves Chinese food. It is not family friendly, has poor reviews and is not family-friendly.",1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Burger King]","There is a coffee shop The Eagle located at the riverside, near Burger King which has a price range less than 20 pounds. The customer rating is low and it is not family friendly.",1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Burger King]","There is a riverside coffee shop near Burger King that serves Chinese food for less than £20, called The Eagle.  This venue has been given low ratings and does not accommodate families.",1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Burger King]",The Eagle is a coffee shop that serves Chinese foods. The price range is less than £20.  It's located near Burger King and it's family friendly.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Burger King]","The Eagle is a coffee shop that also provides moderately priced Chinese food. They are located in the city centre near the Burger King. Note that they are not child friendly, though. However, they are customer rated at 1 out of 5.",3
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Burger King]","The Eagle, a coffee shop that serves moderately priced Chinese food, is located in city centre near Burger King.",1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Burger King]",The Eagle is a coffee shop which serves moderate priced Chinese food. It is located at the riverside near Burger King but is customer rated 1 out of 5 and isn't kid friendly.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Burger King]",The Eagle is a coffee shop that offers Chinese food with a moderate price range.  It has a 1 out of 5 rating and is not kid friendly.  It is located in riverside near the Burger King.,1
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Burger King]","The Eagle is a Chinese food coffee shop in riverside near the Burger King. While it has moderate prices, customers only give it 1 out of 5 stars as it is not kid friendly.",2
