mr,ref,alignment
"confirm(name[Heroes of Might and Magic III: The Restoration of Erathia], esrb[E (for Everyone)], has_mac_release[yes])","By Heroes of Might and Magic III: The Restoration of Erathia, do you mean the E rated game that got a Mac release?",(0: da) (3: name) (80: esrb) (103: hasmacrelease)
"confirm(name[Heroes of Might and Magic III: The Restoration of Erathia], esrb[E (for Everyone)], has_mac_release[yes])","The E rated game on Mac, Heroes of Might and Magic III: The Restoration of Erathia?",(0: da) (4: esrb) (20: hasmacrelease) (26: name)
"inform(name[Stronghold 2], release_year[2005], rating[average], genres[real-time strategy, simulation], player_perspective[bird view], platforms[PC], has_linux_release[no], has_mac_release[no])",The real-time strategy simulator Stronghold 2 is a PC game that was released in 2005 to average reception. It has no Mac or Linux options and offers gamers a bird view perspective.,(0: da) (4: genres) (33: name) (51: platforms) (80: releaseyear) (88: rating) (117: hasmacrelease) (124: haslinuxrelease) (158: playerperspective)
"inform(name[Stronghold 2], release_year[2005], rating[average], genres[real-time strategy, simulation], player_perspective[bird view], platforms[PC], has_linux_release[no], has_mac_release[no])","Stronghold 2 is an average real-time strategy simulation game that came out in 2005 for PC only. The perspective is a bird view in the game, and there is no Linux or Mac release.",(0: da) (0: name) (19: rating) (27: genres) (79: releaseyear) (88: platforms) (118: playerperspective) (157: haslinuxrelease) (166: hasmacrelease)
"inform(name[Stronghold 2], release_year[2005], rating[average], genres[real-time strategy, simulation], player_perspective[bird view], platforms[PC], has_linux_release[no], has_mac_release[no])",Stronghold 2 is a real-time strategy simulation game for the PC with average ratings. It has a bird view and was released in 2005. There is no Linux or Mac release.,(0: da) (0: name) (18: genres) (61: platforms) (69: rating) (95: playerperspective) (126: releaseyear) (142: haslinuxrelease) (151: hasmacrelease)
"inform(name[NBA 2K16], rating[good], genres[sport], player_perspective[third person])",NBA 2K16 is a good sport game with third person perspective.,(0: da) (0: name) (14: rating) (19: genres) (35: playerperspective)
"inform(name[NBA 2K16], rating[good], genres[sport], player_perspective[third person])",NBA 2K16 is a good sport game that is only in the third person.,(0: da) (0: name) (14: rating) (19: genres) (50: playerperspective)
"inform(name[NBA 2K16], rating[good], genres[sport], player_perspective[third person])",NBA 2K16 is a good third person sports game.,(0: da) (0: name) (14: rating) (19: playerperspective) (32: genres)
"recommend(name[Age of Empires II: The Age of Kings], developer[Ensemble Studios], has_multiplayer[yes])",A multiplayer strategy game made by Ensemble Studios that I enjoyed was Age of Empires II: The Age of Kings. Have you played it?,(0: da) (2: hasmultiplayer) (36: developer) (72: name)
"recommend(name[Age of Empires II: The Age of Kings], developer[Ensemble Studios], has_multiplayer[yes])","Speaking of multiplayer games from Ensemble Studios, have you heard of Age of Empires II: The Age of Kings?",(0: da) (12: hasmultiplayer) (35: developer) (72: name)
"recommend(name[Age of Empires II: The Age of Kings], developer[Ensemble Studios], has_multiplayer[yes])",A fun multiplayer game made by Ensemble Studios was Age of Empires II: The Age of Kings. Did you ever play it?,(0: da) (6: hasmultiplayer) (31: developer) (52: name)
"give_opinion(name[Silent Hill 2], developer[Konami Computer Entertainment Tokyo], rating[excellent])","I love Silent Hill 2, just like most Konami Computer Entertainment Tokyo games.",(0: da) (2: rating) (7: name) (38: developer)
"give_opinion(name[Silent Hill 2], developer[Konami Computer Entertainment Tokyo], rating[excellent])","Konami Computer Entertainment Tokyo really crushed it with Silent Hill 2, it's a truly excellent survival horror experience.",(0: da) (0: developer) (59: name) (88: rating)
"give_opinion(name[Silent Hill 2], developer[Konami Computer Entertainment Tokyo], rating[excellent])",Konami Computer Entertainment Tokyo makes the best games. One of my favorites is Silent Hill 2.,(0: da) (0: developer) (46: rating) (82: name)
"give_opinion(name[Guitar Hero: Smash Hits], esrb[T (for Teen)], rating[poor], genres[music])","I don't like music games, though I do at least like listening to music. However, the T rating of Guitar Hero: Smash Hits meant it couldn't include my favorite songs, and even that small joy was robbed from me.",(0: da) (14: genres) (88: esrb) (101: name)
"give_opinion(name[Guitar Hero: Smash Hits], esrb[T (for Teen)], rating[poor], genres[music])","Compared to the rest of the music-game genre, Guitar Hero: Smash Hits was a lame T rated game.",(0: da) (28: genres) (47: name) (83: esrb)
"give_opinion(name[Guitar Hero: Smash Hits], esrb[T (for Teen)], rating[poor], genres[music])","I didn't like Guitar Hero: Smash Hits very much, I'm afraid. The music genre lives or dies based on the song variety, but the T rating meant a lot of amazing songs couldn't be included or had to be watered down.",(0: da) (15: name) (70: genres) (130: esrb)
"inform(name[Grand Theft Auto V], esrb[M (for Mature)], genres[action-adventure, driving/racing, shooter], player_perspective[first person, third person], has_multiplayer[yes])",The M-rated Grand Theft Auto V is a first and third person shooter with driving and action-adventure elements. The game also features a multiplayer mode.,(0: da) (4: esrb) (12: name) (36: playerperspective) (59: genres) (136: hasmultiplayer)
"inform(name[Grand Theft Auto V], esrb[M (for Mature)], genres[action-adventure, driving/racing, shooter], player_perspective[first person, third person], has_multiplayer[yes])",Grand Theft Auto V is an action-adventure game that also has driving/racing and shooter mechanics in it. It has multiplayer and can be played in either the first person or third person perspective. It is rated M (for Mature).,(0: da) (0: name) (25: genres) (112: hasmultiplayer) (157: playerperspective) (206: esrb)
"inform(name[Grand Theft Auto V], esrb[M (for Mature)], genres[action-adventure, driving/racing, shooter], player_perspective[first person, third person], has_multiplayer[yes])","Grand Theft Auto V is an action-adventure game that includes driving/racing and shooting. It is played in both the third person and first person perspectives, and can be played with your friends. Be aware, it is rated M (for Mature).",(0: da) (0: name) (25: genres) (116: playerperspective) (187: hasmultiplayer) (216: esrb)
"verify_attribute(name[Assassin's Creed II], rating[good], genres[action-adventure, platformer], player_perspective[third person])","So you said that you had a good time playing Assassin's Creed II. Generally speaking, do you like playing third person action-adventure platformers?",(0: da) (27: rating) (45: name) (109: playerperspective) (122: genres)
"verify_attribute(name[Assassin's Creed II], rating[good], genres[action-adventure, platformer], player_perspective[third person])",I recall you said that you liked Assassin's Creed II. Are you generally fond of third person action-adventure games featuring platforming?,(0: da) (27: rating) (33: name) (82: playerperspective) (95: genres)
"verify_attribute(name[Assassin's Creed II], rating[good], genres[action-adventure, platformer], player_perspective[third person])",You said that you enjoyed Assassin's Creed II. Do you generally like to play third person action-adventure platformers?,(0: da) (18: rating) (26: name) (79: playerperspective) (92: genres)
"give_opinion(name[Worms: Reloaded], rating[average], player_perspective[side view], available_on_steam[yes])","I thought Worms: Reloaded was just OK. I like side view games that I can easily get on Steam, but it didn't knock my socks off.",(0: da) (10: name) (36: rating) (46: playerperspective) (87: availableonsteam)
"give_opinion(name[Worms: Reloaded], rating[average], player_perspective[side view], available_on_steam[yes])",Worms: Reloaded is an average quality side view game you can at least find on Steam.,(0: da) (0: name) (23: rating) (39: playerperspective) (79: availableonsteam)
"give_opinion(name[Worms: Reloaded], rating[average], player_perspective[side view], available_on_steam[yes])","Worms: Reloaded is thoroughly middle of the road in quality. I appreciate the convenience of it being on Steam, but I just am not a fan of the side view perspective.",(0: da) (0: name) (31: rating) (106: availableonsteam) (144: playerperspective)
"inform(name[Need for Speed: Payback], release_year[2017], esrb[T (for Teen)], genres[driving/racing], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[no])","Need for Speed: Payback a teen-rated racing game released in 2017. It can be played on multiple platforms, such as PlayStation, Xbox, or PC, but has no release for Linux or Mac.",(0: da) (0: name) (27: esrb) (38: genres) (62: releaseyear) (117: platforms) (164: haslinuxrelease) (173: hasmacrelease)
"inform(name[Need for Speed: Payback], release_year[2017], esrb[T (for Teen)], genres[driving/racing], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[no])","Need for Speed: Payback is a 2017 racing game, rated T (for Teen). It's available on PlayStation, Xbox, and PC, and does not have a Linux or Mac release.",(0: da) (0: name) (30: releaseyear) (35: genres) (49: esrb) (91: platforms) (136: haslinuxrelease) (145: hasmacrelease)
"inform(name[Need for Speed: Payback], release_year[2017], esrb[T (for Teen)], genres[driving/racing], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[no])","Need for Speed: Payback is a racing game that's rated T (for Teen). It was released in 2017 for PlayStation, Xbox, and PC with no Mac or Linux versions.",(0: da) (0: name) (30: genres) (49: esrb) (92: releaseyear) (101: platforms) (134: hasmacrelease) (141: haslinuxrelease)
"request_explanation(esrb[M (for Mature)], rating[excellent], platforms[Xbox])",What do you enjoy so much about M rated Xbox games?,(0: da) (32: esrb) (40: platforms)
"request_explanation(esrb[M (for Mature)], rating[excellent], platforms[Xbox])",Why do you love M rated Xbox games so much?,(0: da) (11: rating) (16: esrb) (24: platforms)
"request_explanation(esrb[M (for Mature)], rating[excellent], platforms[Xbox])",Why do you feel that the M rated Xbox games are some of the best games out there?,(0: da) (25: esrb) (33: platforms) (60: rating)
"suggest(name[Max Payne], genres[action-adventure, shooter], player_perspective[third person])",Have you considered trying action-adventure third person shooter games like Max Payne?,(0: da) (27: genres) (44: playerperspective) (76: name)
"suggest(name[Max Payne], genres[action-adventure, shooter], player_perspective[third person])","Have you played any third person action-adventure shooters, like for example Max Payne?",(0: da) (20: playerperspective) (33: genres) (78: name)
